,NO2_5d_scott,NO2_5d_tucson
491,17.972222333333335,14.3333334
492,16.4128786,13.387446
493,23.1607144,19.0130434
494,18.325438600000002,15.328679599999997
495,25.424394,17.75
496,15.5,15.162878800000001
497,20.6117425,14.723498999999999
498,29.418313599999998,20.1876812
499,24.7464286,17.0177536
500,22.7166666,15.575
501,24.0956708,17.918840600000003
502,12.208333500000002,13.5666666
503,22.311111,13.4333334
504,31.6959628,23.025
505,26.298809600000006,18.259091
506,25.797859,21.875
507,19.3333334,16.525362199999996
508,22.54166675,15.684999999999999
509,7.402778,9.459091
510,17.6416666,15.1575758
511,17.2439394,12.061363599999998
512,23.671795,16.459058
513,23.2,18.1174244
514,23.27746225,17.3833332
515,4.071429,9.9499998
516,17.846969800000004,16.191666599999998
517,18.15,14.275
518,21.3636364,15.789492599999999
519,20.851515,14.825000200000002
520,18.6666665,14.4571428
521,18.52399,12.837582399999999
522,27.707971000000004,20.086363600000002
523,19.5984848,10.55
524,13.8446968,10.428623199999999
525,18.3144926,12.265151399999999
526,17.77777766666667,14.832674399999998
527,12.529166499999999,9.5392856
528,28.899621000000003,14.775
529,,11.8025362
530,,9.978788
531,,9.652536199999998
532,20.263889,15.275
533,4.4333335,8.0242752
534,28.270833500000002,15.458333199999998
535,,7.8724638
536,,7.8688406
537,,7.7
538,24.700922000000002,14.823419000000001
539,2.0,8.625000199999999
540,20.800505,14.3097826
541,,10.5112318
542,,11.6833334
543,,11.338406000000003
544,26.335364666666663,15.6242752
545,9.125,9.7608696
546,20.888889000000002,10.8583332
547,,10.1219698
548,,7.849896600000001
549,,10.075
550,24.577777666666663,16.075
551,,8.332246399999999
552,19.1139365,15.033333600000002
553,,9.0666666
554,,9.3253622
555,,11.2181818
556,17.9311595,11.9083334
557,27.25,11.3
558,19.469512750000003,14.4333334
559,10.0123232,11.0333334
560,9.498026399999999,7.343181599999999
561,17.295454799999998,14.121212199999999
562,17.8957398,12.2199276
563,24.916667,11.5923912
564,17.86186575,13.975
565,16.0463458,16.016666800000003
566,17.4583332,15.230434800000001
567,18.070619,14.356060600000001
568,21.9338744,14.1000002
569,16.8125,11.191666399999999
570,14.616666666666665,12.340909
571,21.7838096,17.746212
572,24.653030400000002,22.680303
573,16.3330826,16.35
574,24.9560288,20.4772728
575,18.8598485,12.0833334
576,13.889492666666667,11.4583334
577,22.3172078,19.65
578,23.6827922,25.0454548
579,24.808333400000002,22.0166664
580,22.363405800000002,25.752174000000004
581,18.90511775,15.7083334
582,14.9833335,9.5173912
583,20.9245612,21.266666800000003
584,22.9242096,22.664394
585,23.0715218,22.847727400000004
586,14.5654762,16.417753599999998
587,14.401267999999998,14.766666800000001
588,9.791667,11.2
589,19.1772728,14.786904799999999
590,15.607143000000002,17.525
591,13.927536,16.3586956
592,18.843116000000002,19.2242752
593,13.220300666666667,13.356159199999999
594,16.123188,8.739262200000002
595,19.290476199999997,21.03125
596,15.310714200000001,19.0083334
597,22.708333333333332,17.9182478
598,16.8177538,11.4583334
599,17.67965375,14.2797102
600,16.727273,8.1492424
601,18.208333333333332,11.90625
602,,11.766666800000001
603,,13.4249998
604,,13.718478199999998
605,15.608586000000003,15.551449400000001
606,15.434783,8.7228258
607,18.305555333333334,12.8037878
608,,10.175000200000003
609,,7.0530304
610,,8.7739128
611,16.822463666666668,15.6666666
612,,10.375
613,20.01177525,15.7833334
614,,11.981818200000001
615,,10.675
616,,9.85471
617,20.444444666666666,13.558333199999998
618,,8.874999800000001
619,17.572916499999998,14.5876812
620,,9.6152172
621,,6.5652174
622,,6.7416666
623,21.875,15.710000200000001
624,17.0,12.181666600000002
625,17.647192,13.525
626,,5.981884
627,,8.401449199999998
628,,7.240151599999999
629,22.9,9.0969698
630,19.270833500000002,15.966666800000002
631,11.734127,7.8083332
632,9.8612836,8.1583332
633,17.503789,11.59529
634,16.5155796,8.772826
635,12.160326,10.6916666
636,20.270833500000002,16.758333399999998
637,12.113636333333332,9.1098484
638,21.241515200000002,15.7416668
639,19.0749998,13.882608600000001
640,24.042424399999998,19.684420199999998
641,23.2015152,14.958695600000002
642,22.930555666666667,19.392857
643,8.315476,6.6628788
644,18.906250250000003,19.7763504
645,23.2733954,14.733333400000001
646,22.2785716,15.240941800000002
647,15.4424242,13.366666599999999
648,23.691666666666666,19.813405799999998
649,12.541667,8.8287878
650,19.25,17.1666666
651,16.1833336,17.1348486
652,17.374242600000002,19.136956399999995
653,18.295237999999998,17.85
654,15.920454800000002,16.3259836
655,10.791667,9.183333199999998
656,22.937241,18.5166666
657,20.466666800000002,17.8416666
658,9.70202,12.6348484
659,20.520833,18.8190474
660,18.8666666,18.4778986
661,,9.0398552
662,19.040909,16.2065218
663,16.7810606,16.575000199999998
664,21.325000000000003,19.286594
665,20.1621214,18.339492399999997
666,15.236111,11.866666600000002
667,6.096014500000001,8.940546600000001
668,15.5537878,15.141666599999999
669,18.527922,17.246739400000003
670,9.225066,11.0666668
671,12.208333200000002,10.960606
672,13.31994025,13.892272599999998
673,7.625,10.4750002
674,16.81944466666667,12.666666599999997
675,,11.0199274
676,,10.8007248
677,,10.298550799999997
678,21.311507666666667,15.4166664
679,8.5,10.939393999999998
680,20.352272666666668,11.873913400000001
681,,8.4113634
682,,9.265579800000001
683,,9.359420400000001
684,17.958333666666668,13.958333199999998
685,,9.541666800000002
686,18.9375,13.148912999999999
687,,8.0257248
688,,8.7219698
689,,8.6999998
690,14.219203,13.9833332
691,,8.663834
692,17.38541675,12.1
693,,7.820652
694,,7.5016666
695,,8.0101448
696,15.0199275,10.4909092
697,15.583332999999998,9.3083334
698,15.521739,11.35
699,,9.033333199999998
700,,8.4445652
701,,7.6579712
702,20.083333,11.45
703,9.375,10.2333334
704,17.249999666666668,11.183333199999998
705,12.424967,10.755000200000001
706,9.858333199999999,8.266666599999999
707,13.9589922,10.3204546
708,19.0040044,12.903985600000002
709,17.125,10.3623518
710,18.497474333333333,11.641666800000001
711,21.4674902,14.846739199999998
712,14.9666666,9.386594200000001
713,18.287812799999998,16.7
714,15.934090799999998,13.243115799999998
715,19.627525333333335,13.7939394
716,13.083333,8.6613636
717,19.475000200000004,14.0492424
718,25.1606062,17.8844204
719,22.1969696,17.0431158
720,16.041666600000003,8.4666666
721,17.50724633333333,14.516666599999999
722,8.9076085,8.3416666
723,21.6677536,16.0188408
724,20.276514999999996,17.9507576
725,20.803787800000002,16.775
726,17.6674242,18.426515
727,14.744047599999998,13.758333400000001
728,16.791667,6.4028984
729,21.933333400000002,18.404511000000003
730,7.928571000000002,15.6833334
731,7.475,9.4855074
732,14.127380800000001,17.5336956
733,16.9758774,14.200000200000002
734,,7.5181157999999995
735,19.3371212,15.465238099999999
736,17.0840912,15.769565199999999
737,12.9583336,12.591666800000002
738,12.358333400000003,15.068182000000002
739,18.844444666666664,15.4
740,10.8333335,8.3822023
741,15.933333199999998,15.0865532
742,13.115909199999999,11.232970799999999
743,11.987121199999999,15.048550800000001
744,13.028333600000002,13.983333400000001
745,11.753127,12.8416666
746,12.25,9.3130432
747,16.253019,11.2165797
748,,11.9
749,,7.546212
750,,9.743840599999999
751,19.472222333333335,13.5920288
752,11.458333,8.124999800000001
753,17.583333,13.1373483
754,,8.4333334
755,,7.475
756,,10.4613636
757,15.527777666666665,12.341666800000002
758,,7.9945650000000015
759,17.427083500000002,11.709999999999999
760,,9.440942000000001
761,,10.497463800000002
762,,7.608333400000001
763,10.724206333333333,9.7485508
764,,9.101190400000002
765,19.407691,12.889365899999998
766,,6.4228262
767,,7.778260800000001
768,,5.2869048
769,11.75,10.141666599999999
770,8.0,9.6108696
771,19.19682,11.692282700000002
772,,6.4583332
773,,7.1804348000000005
774,,7.994203000000001
775,14.0,8.2916666
776,11.125,10.328260599999998
777,18.702569333333333,9.6537501
778,21.9912338,15.8732427
779,15.775,8.703260799999999
780,14.3863636,8.4583334
781,21.2954546,10.7800726
782,12.875,9.5325756
783,20.257936666666666,11.3992458
784,17.3779974,11.699408700000001
785,11.8651516,8.396401399999998
786,17.1666668,12.1689856
787,19.4439932,13.280909099999999
788,17.098485,11.9583334
789,17.625,8.613485
790,23.5666668,16.5570834
791,23.565151399999998,17.9525
792,18.873715600000004,13.3635097
793,21.191666599999998,17.335227300000003
794,17.097222333333335,13.515942200000001
795,20.166667,8.6758334
796,24.322368200000003,18.5701599
797,19.15,15.640199099999995
798,15.1489856,13.507175499999999
799,17.717424400000002,12.6475693
800,18.458333,19.022917000000003
